YYYYQ,PX1Q1,PX1Q2,PX1,PX5Q1,PX5Q2,PX5
19883,1.3291139240506329,12.987787356321839,11.882078614257162,,,
19884,1.4446653412856196,11.449595290654893,10.713055003313453,,,
19891,1.4537591483699268,10.953869047619047,10.017964071856287,,,
19892,1.3549668874172185,10.625811103100217,9.928476821192053,,,
19893,1.4413518886679921,11.019174041297935,9.959575878064944,,,
19894,1.4653794940079894,11.30888888888889,10.300932090545938,,,
19901,1.4729194187582564,11.522861356932154,9.99669749009247,,,
19902,1.4091511936339522,9.817172464840858,8.637267904509283,1.3919098143236075,11.935038009675191,11.962201591511937
19903,1.340878828229028,10.692251991310645,9.488015978695072,1.396138482023968,10.416550764951321,11.75832223701731
19904,1.5119363395225465,12.155882352941177,10.287798408488063,1.413129973474801,11.509381514940932,11.765915119363395
19911,1.8401559454191032,11.072270227808326,8.277452891487979,1.4132553606237817,11.362825788751715,11.836907082521117
19912,1.7782956058588548,10.264635124298316,7.421438082556591,1.3988015978695074,9.729577464788733,10.049933422103862
19913,1.7563249001331558,11.075548334687246,8.117842876165113,1.4161118508655126,10.049191848208011,10.076564580559255
19914,1.9503311258278146,11.316971713810316,7.46158940397351,1.4741721854304635,10.461702127659574,10.449006622516556
19921,2.080368906455863,11.7026291931097,6.581686429512517,1.513175230566535,10.537970191625266,10.789196310935441
19922,1.8754163890739508,12.411666666666667,8.983344437041971,1.4530313124583611,12.815677966101696,13.60759493670886
19923,1.8360872438863185,10.605550883095038,7.46265697290152,1.452081956378057,10.602112676056338,10.315928618638466
19924,1.8693633952254642,10.744960560911482,7.689655172413793,1.5205570291777188,12.25035360678925,13.185013262599469
19931,1.75,10.164588528678305,7.404761904761905,1.4695767195767195,10.814814814814815,10.672619047619047
19932,1.7226277372262773,11.714856230031948,9.71134704711347,1.4631718646317187,11.710986703988803,12.769741207697413
19933,1.7303370786516854,10.741337630942787,9.382022471910112,1.511566424322538,11.470836261419537,12.359550561797754
19934,1.7228047182175623,11.810679611650485,9.460681520314548,1.4311926605504588,11.87766323024055,12.121887287024903
19941,1.732013201320132,11.692181069958847,9.395379537953795,1.4138613861386138,12.366851595006935,12.691749174917492
19942,1.6421471172962228,12.0,9.648111332007952,1.463220675944334,10.506685432793807,11.571901921802517
19943,1.54380272550292,11.243697478991596,9.196625567813108,1.3848150551589877,11.055972696245734,11.658663205710578
19944,1.610372340425532,11.58313632781718,10.242686170212766,1.3789893617021276,11.25944055944056,11.662898936170214
19951,1.5827814569536425,11.7018779342723,10.109933774834436,1.3370860927152317,12.462655601659751,12.721192052980133
19952,1.5555555555555556,11.783529411764706,9.07651363938789,1.3040585495675316,11.867262723521321,11.580838323353293
19953,1.5924202127659575,11.403174603174604,9.202127659574469,1.297872340425532,11.359418282548477,11.243351063829786
19954,1.6157929661579296,12.463974663499604,10.156602521566025,1.3769077637690776,12.532224532224532,13.542800265428003
19961,1.6843853820598007,13.2224,10.376744186046512,1.3787375415282392,13.005551700208189,12.530897009966777
19962,1.5026666666666666,12.897182025894898,10.386666666666667,1.3113333333333332,11.269553072625698,11.863333333333333
19963,1.5183211192538308,10.727896341463415,9.647568287808127,1.3424383744170554,10.200139470013948,10.983344437041971
19964,1.4720372836218376,12.124904798172125,10.318908122503329,1.2902796271637815,11.59381443298969,11.764314247669773
19971,1.479680213191206,11.357524828113064,10.336442371752165,1.2758161225849434,12.382920110192838,12.545636242504997
19972,1.4383744170552966,11.804201050262566,10.331778814123917,1.2944703530979347,11.07177363699103,11.77948034643571
19973,1.546,13.98989898989899,12.672666666666666,1.356,14.726441631504922,15.455333333333334
19974,1.5633333333333332,13.773885350318471,11.638,1.3813333333333333,13.549789621318373,14.356666666666667
19981,1.8058705803869246,19.285468615649183,13.762508338892594,1.4896597731821215,16.5234996384671,16.897264843228818
19982,1.6406666666666667,17.31514657980456,14.650666666666666,1.402,17.950213371266003,18.432666666666666
19983,1.780503978779841,16.151114781172584,13.637267904509283,1.4184350132625996,17.069209039548024,18.407161803713528
19984,1.8284574468085106,16.258664412510566,11.894281914893616,1.403590425531915,14.23372988103569,15.25
19991,1.7074148296593186,15.418152350081037,12.405477621910487,1.4742818971275886,15.118692253020612,15.752839011356045
19992,1.5533333333333332,14.383893666927287,11.914666666666667,1.3686666666666667,12.992947813822285,14.212666666666667
19993,1.5882744836775482,16.005473025801408,13.812125249833445,1.3844103930712859,14.364779874213836,14.992005329780147
19994,1.5490981963927857,14.019394879751745,12.647294589178356,1.4248496993987976,13.876944837340877,15.48496993987976
20001,1.5089463220675945,15.065959059893858,13.681245858184228,1.3757455268389662,14.379861111111111,15.325381047051026
20002,1.4444444444444444,16.285928143712574,13.926813040585495,1.3812375249500999,14.68111888111888,15.10113107119095
20003,1.5139257294429709,15.29777436684574,13.046419098143236,1.3912466843501325,13.683251576734408,13.540450928381963
20004,1.5973333333333333,14.600624024960998,13.520666666666667,1.4166666666666667,13.851063829787234,15.69
20011,1.798800799467022,18.43166666666667,14.752165223184544,1.502998001332445,16.007874015748033,17.57161892071952
20012,1.6562291805463025,17.814901960784315,14.685542971352431,1.4457028647568289,14.814893617021276,15.576948700866089
20013,1.9453697534976682,18.532758620689656,12.986675549633578,1.530979347101932,17.020172910662826,17.688874083944036
20014,2.5728476821192054,20.953170731707317,9.73112582781457,1.6423841059602649,18.100446428571427,19.00596026490066
20021,2.0893333333333333,20.023474178403756,14.696,1.6306666666666667,18.270588235294117,19.997333333333334
20022,1.8582834331337326,19.53747870528109,15.928809048569528,1.5023286759813705,17.863701578192252,19.458416500332667
20023,1.9081225033288949,19.402482269503547,13.880825565912117,1.4587217043941412,17.683912119064495,17.569241011984023
20024,2.00730411686587,21.730202578268877,14.369853917662683,1.4701195219123506,18.86471009305655,18.268924302788843
20031,1.7861885790172642,19.978315262718933,15.57038512616202,1.5199203187250996,17.044744318181817,16.164010624169986
20032,1.986,19.12912087912088,11.761333333333333,1.498,16.097351467430208,15.748
20033,1.8596141051230872,19.191601049868765,14.0,1.4936793080505655,15.456165359942979,16.201596806387226
20034,1.7827242524916944,16.479557069846678,11.469102990033223,1.427906976744186,15.13375796178344,15.091029900332225
20041,1.7132450331125828,17.9009083402147,13.137086092715231,1.3874172185430464,16.62124388539483,16.018543046357617
20042,1.4464993394980186,17.44610778443114,15.009247027741083,1.3976221928665786,15.583100558659218,16.22324966974901
20043,1.5400397088021178,16.929878048780488,14.28722700198544,1.384513567174057,15.568464730290456,14.481800132362673
20044,1.4863787375415283,16.351289833080425,13.740199335548173,1.3475083056478405,13.722958827634333,13.792691029900332
20051,1.4209818426361802,17.423664122137403,14.910558170813719,1.2945527908540686,15.053472222222222,13.794216543375924
20052,1.3342210386151798,14.326545454545455,12.449400798934754,1.2822902796271638,11.769917582417582,11.436750998668442
20053,1.3661417322834646,16.98205312275664,15.011811023622048,1.3484251968503937,14.30527036276523,13.981627296587927
20054,1.4300791556728232,15.944485025566106,12.67084432717678,1.4017150395778364,13.387741046831955,12.046174142480211
20061,1.4398395721925135,15.03793626707132,12.723930481283423,1.3943850267379678,13.466898954703833,13.231951871657754
20062,1.3142857142857143,14.864903502501788,12.970764119601329,1.3647840531561461,13.281141266527488,12.474418604651163
20063,1.4157824933687002,14.880088823094004,12.761273209549072,1.3640583554376657,13.743910925539318,13.071618037135279
20064,1.5863213811420982,11.864313725490197,9.594953519256308,1.3738379814077024,11.2703081232493,11.683266932270916
20071,1.420844327176781,14.476014760147601,12.769129287598945,1.286939313984169,12.749489448604493,12.527704485488126
20072,1.3377483443708609,15.167621776504298,13.459602649006623,1.3344370860927153,14.041895604395604,12.821854304635762
20073,1.4406332453825859,15.591445427728614,13.393139841688654,1.3476253298153034,14.688659793814432,14.991424802110817
20074,1.4404524284763807,16.667638483965014,14.33666001330672,1.3865602129075183,14.21358543417367,13.70059880239521
20081,1.4648541114058355,16.93906020558003,13.395888594164456,1.4476127320954908,14.14006968641115,13.48076923076923
20082,1.3130779392338177,19.861805555555556,17.414134742404226,1.6142668428005285,16.675105485232066,14.535667107001322
20083,1.4877076411960133,18.333084947839048,14.763455149501661,1.6299003322259136,15.474624731951394,14.427906976744186
20084,2.255108767303889,18.84851063829787,9.410019775873435,1.7158866183256427,14.20948905109489,11.516809492419249
20091,2.4269662921348316,20.188018433179725,9.508922670191673,1.7058823529411764,15.55109489051095,13.491738268341045
20092,2.0375246872942725,18.315140845070424,11.546412113232389,1.607636603028308,13.301632363378282,11.705727452271232
20093,2.007920792079208,16.746666666666666,10.630363036303631,1.5267326732673268,13.774964838255977,12.685148514851486
20094,1.9794293297942933,13.845679012345679,8.840079628400796,1.4910418049104182,10.941301272984441,10.345056403450563
20101,1.7841059602649008,15.477430555555555,10.58476821192053,1.5112582781456954,13.186742694226657,13.019867549668874
20102,1.6240105540897098,15.446688206785137,11.493403693931398,1.4122691292875988,11.802512212142359,11.007915567282321
20103,1.8357519788918206,15.967269595176571,11.338390501319262,1.4472295514511873,12.890526315789474,12.66292875989446
20104,1.72327868852459,13.512458471760798,9.956721311475409,1.3829508196721312,12.247592847317744,11.158032786885245
20111,1.3734302709847983,15.869818181818182,13.814937210839393,1.5313945803040316,13.780265920223933,13.994712491738268
20112,1.3620689655172413,15.884279475982533,14.124668435013263,1.563660477453581,12.612014134275618,12.342175066312997
20113,1.4550938337801609,16.31055429005315,13.478552278820375,1.5361930294906165,14.143268538516919,12.365281501340483
20114,1.496,13.579890880748247,11.516,1.4906666666666666,11.311660777385159,11.398666666666667
20121,1.4187126741871268,16.336589030803907,13.794293297942932,1.4744525547445255,12.468175388967468,12.53085600530856
20122,1.552298467688208,15.517133956386292,12.902731512325117,1.5403064623584277,12.2679971489665,11.881412391738841
20123,1.4546048334421946,15.602678571428571,13.194644023514043,1.605486610058785,14.845618915159944,14.833442194644023
20124,1.603960396039604,15.69713400464756,13.575577557755775,1.5115511551155116,13.377450980392156,12.493729372937294
20131,1.3761651131824235,15.329873980726465,13.035952063914781,1.4054593874833554,13.081346423562412,12.977363515312916
20132,1.4546657842488417,13.790874524714829,11.42488418266049,1.3348775645268034,12.573314801945795,12.637326273990734
20133,1.3978849966953073,11.85692883895131,10.720423000660938,1.3046926635822869,11.006155950752394,11.118307997356245
20134,1.4695364238410595,11.163934426229508,9.366887417218543,1.33841059602649,10.019297036526533,9.867549668874172
20141,1.3392739273927392,12.273057371096586,11.114851485148515,1.2864686468646864,10.800411522633745,11.805940594059406
20142,1.3141914191419142,12.296376811594202,10.877227722772277,1.3194719471947194,11.349828178694159,11.785478547854785
20143,1.3163467902051622,11.749641319942612,10.943084050297816,1.3031105228325612,10.783950617283951,10.790866975512905
20144,1.549800796812749,11.970588235294118,9.229083665338646,1.2596281540504648,10.285225718194255,10.139442231075698
20151,1.5918097754293263,12.225341426403642,9.76552179656539,1.2622192866578599,11.060420909708078,10.193527080581243
20152,1.4652087475149105,11.0,9.633532140490392,1.2538104705102717,9.704884667571235,9.111332007952287
20153,1.4881789137380192,12.329718004338394,10.321405750798721,1.2958466453674122,11.084321475625824,10.646006389776359
20154,1.5687952600394997,12.206923076923077,10.204081632653061,1.2982225148123765,9.650511945392491,9.743252139565504
20161,1.6368319381841596,12.02013942680093,9.08950418544752,1.3187379265936896,10.367469879518072,10.391500321957501
20162,1.5072555205047318,10.040470934510669,8.748895899053627,1.3059936908517351,8.93628088426528,9.433438485804416
20163,1.6127098321342925,11.19127988748242,9.378896882494004,1.341726618705036,9.365638766519824,9.683453237410072
20164,1.590934527140459,10.49868073878628,8.395075545607163,1.378287632904309,8.60958503798948,8.504756575265809
20171,1.5957918050941307,12.304964539007091,10.185492801771872,1.420265780730897,10.966376811594204,10.33001107419712
20172,1.554210236653825,11.04887459807074,9.162905888827739,1.387451843698404,9.820276497695852,10.078701155751238
20173,1.5321959273527792,11.982703395259449,9.835443037974683,1.3434232250963125,9.240571428571428,8.927903137039076
20174,1.5871003307607496,10.6159793814433,9.677508269018743,1.3395810363836824,8.989080459770115,8.904630650496141
20181,1.474054054054054,9.924504950495049,8.17081081081081,1.3475675675675676,8.84035975267004,9.163783783783783
20182,1.390297684674752,11.293242405455672,10.304299889746417,1.3153252480705624,9.948834565093803,9.523153252480705
20183,1.4415798134942404,12.365976145637163,10.601755348326934,1.4070213933077345,10.244674726540012,10.684037301151948
20184,1.4770337576092971,12.533081285444235,11.106253458771445,1.3884892086330936,10.59295612009238,10.905921416712784
20191,1.5055493895671477,10.883026064844247,8.599889012208656,1.36015538290788,9.789139225880994,10.39289678135405
20192,1.4770083102493075,10.792141951837769,10.169529085872576,1.3850415512465375,8.824143934997098,9.527423822714681
20193,1.5271618625277161,10.729313662604234,8.531042128603104,1.4656319290465631,9.716870986573264,9.409645232815965
20194,1.6120104438642298,11.203379224030037,9.077284595300261,1.4443864229765013,8.465790914066776,8.536292428198433
20201,1.718054837040869,11.823086574654956,8.092084842214176,1.3372995344024832,9.993510005408329,10.079151577858251
20202,2.1207446808510637,20.276139410187668,10.212234042553192,1.4691489361702128,12.331828442437923,10.540425531914893
20203,1.8122317596566524,15.51316677920324,10.483369098712446,1.430793991416309,11.16469261139312,10.624463519313304
20204,1.8497237569060774,15.655680224403927,11.360220994475139,1.4171270718232045,11.9198606271777,10.77403314917127
20211,1.5190502484815018,17.61150159744409,14.199337382661513,1.3406957482054114,14.324556382369776,12.985091109884042
20212,1.3239669421487603,17.637655417406748,14.8633608815427,1.4347107438016529,14.005743825387707,13.313498622589531
20213,1.36784140969163,14.53923900118906,12.566079295154186,1.5159691629955947,10.711279953243718,10.215308370044053
20214,1.3897180762852404,14.77797513321492,12.161415146489773,1.6556108347153122,11.289646918013165,11.114427860696518
20221,1.3181818181818181,14.609727164887307,12.494456762749445,1.7378048780487805,12.08542413381123,10.160753880266075
20222,1.3915696062118692,13.068059701492537,10.996117581808097,2.0471436494731003,10.10948012232416,9.577371048252912
20223,1.712860310421286,12.673324742268042,9.501662971175167,2.0604212860310422,10.040993788819875,9.01330376940133
20224,1.6820199778024418,12.602178090967328,9.378468368479467,1.9478357380688125,10.098840756558877,8.62819089900111
